Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
West Bank and Gaza,PSE,2007,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,4.64599990844727
West Bank and Gaza,PSE,2006,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,4.35190010070801
West Bank and Gaza,PSE,2005,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,3.75040006637573
West Bank and Gaza,PSE,2004,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,3.93880009651184
West Bank and Gaza,PSE,2003,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,4.1628999710083
West Bank and Gaza,PSE,2002,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,3.5327000617981
West Bank and Gaza,PSE,2001,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,3.75710010528564
West Bank and Gaza,PSE,2000,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,5.24700021743774
West Bank and Gaza,PSE,2019,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.63700008392334
West Bank and Gaza,PSE,2018,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.42600011825562
West Bank and Gaza,PSE,2017,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.73300004005432
West Bank and Gaza,PSE,2016,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.20300006866455
West Bank and Gaza,PSE,2015,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.58900022506714
West Bank and Gaza,PSE,2014,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.88599991798401
West Bank and Gaza,PSE,2013,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.07200002670288
West Bank and Gaza,PSE,2012,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.53800010681152
West Bank and Gaza,PSE,2011,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.46299982070923
West Bank and Gaza,PSE,2010,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.16200017929077
West Bank and Gaza,PSE,2009,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.00899982452393
West Bank and Gaza,PSE,2008,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.91800022125244
West Bank and Gaza,PSE,2007,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.72599983215332
West Bank and Gaza,PSE,2006,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.47200012207031
West Bank and Gaza,PSE,2005,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.91300010681152
West Bank and Gaza,PSE,2004,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.19000005722046
West Bank and Gaza,PSE,2003,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.47700023651123
West Bank and Gaza,PSE,2002,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.8529999256134
West Bank and Gaza,PSE,2001,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.15500020980835
West Bank and Gaza,PSE,2000,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.74900007247925
West Bank and Gaza,PSE,1999,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.52899980545044
West Bank and Gaza,PSE,1998,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.35200023651123
West Bank and Gaza,PSE,1997,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.19600009918213
West Bank and Gaza,PSE,1996,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.07600021362305
West Bank and Gaza,PSE,1995,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,4.96999979019165
West Bank and Gaza,PSE,1994,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.02400016784668
West Bank and Gaza,PSE,1993,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.05000019073486
West Bank and Gaza,PSE,1992,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.11399984359741
West Bank and Gaza,PSE,1991,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.13700008392334
West Bank and Gaza,PSE,2018,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,31.5394992828369
West Bank and Gaza,PSE,2017,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,32.2016983032227
West Bank and Gaza,PSE,2016,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,33.1657981872559
West Bank and Gaza,PSE,2015,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,33.4356002807617
West Bank and Gaza,PSE,2014,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,30.9748992919922
West Bank and Gaza,PSE,2013,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,30.808500289917
West Bank and Gaza,PSE,2012,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,32.0107002258301
West Bank and Gaza,PSE,2011,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,31.5291004180908
West Bank and Gaza,PSE,2010,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,26.7534999847412
West Bank and Gaza,PSE,2009,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,27.1688003540039
West Bank and Gaza,PSE,2008,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,26.1881008148193
West Bank and Gaza,PSE,2007,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,28.8048992156982
West Bank and Gaza,PSE,2006,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,28.1277008056641
West Bank and Gaza,PSE,2005,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,27.3376007080078
West Bank and Gaza,PSE,2004,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,25.1968994140625
West Bank and Gaza,PSE,2003,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,26.2824993133545
West Bank and Gaza,PSE,2002,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,22.7031002044678
West Bank and Gaza,PSE,2001,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,28.690299987793
West Bank and Gaza,PSE,2000,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,40.6408004760742
West Bank and Gaza,PSE,2019,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,31.2360000610352
West Bank and Gaza,PSE,2018,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,30.6420001983643
West Bank and Gaza,PSE,2017,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,32.4129981994629
West Bank and Gaza,PSE,2016,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,33.4570007324219
West Bank and Gaza,PSE,2015,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,33.810001373291
West Bank and Gaza,PSE,2014,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,31.2250003814697
West Bank and Gaza,PSE,2013,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,30.9179992675781
West Bank and Gaza,PSE,2012,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,32.0130004882813
West Bank and Gaza,PSE,2011,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,31.4349994659424
West Bank and Gaza,PSE,2010,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,26.7049999237061
West Bank and Gaza,PSE,2009,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,27.0979995727539
West Bank and Gaza,PSE,2008,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,26.363000869751
West Bank and Gaza,PSE,2007,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,29.007999420166
West Bank and Gaza,PSE,2006,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,28.4839992523193
West Bank and Gaza,PSE,2005,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,27.8780002593994
West Bank and Gaza,PSE,2004,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,25.8959999084473
West Bank and Gaza,PSE,2003,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,27.1539993286133
West Bank and Gaza,PSE,2002,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,23.6760005950928
West Bank and Gaza,PSE,2001,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,29.9689998626709
West Bank and Gaza,PSE,2000,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.3610000610352
West Bank and Gaza,PSE,1999,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.3839988708496
West Bank and Gaza,PSE,1998,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.3699989318848
West Bank and Gaza,PSE,1997,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.1529998779297
West Bank and Gaza,PSE,1996,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.0250015258789
West Bank and Gaza,PSE,1995,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,41.9679985046387
West Bank and Gaza,PSE,1994,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.3610000610352
West Bank and Gaza,PSE,1993,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.5270004272461
West Bank and Gaza,PSE,1992,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.7729988098145
West Bank and Gaza,PSE,1991,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,42.8540000915527
West Bank and Gaza,PSE,2018,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,17.6312999725342
West Bank and Gaza,PSE,2017,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,18.2796001434326
West Bank and Gaza,PSE,2016,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,19.0104999542236
West Bank and Gaza,PSE,2015,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,19.3152008056641
West Bank and Gaza,PSE,2014,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,17.7318000793457
West Bank and Gaza,PSE,2013,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,17.2563991546631
West Bank and Gaza,PSE,2012,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,18.1054992675781
West Bank and Gaza,PSE,2011,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,18.3222999572754
West Bank and Gaza,PSE,2010,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,15.7482004165649
West Bank and Gaza,PSE,2009,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,16.3514995574951
West Bank and Gaza,PSE,2008,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,15.673999786377
West Bank and Gaza,PSE,2007,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,16.9801006317139
West Bank and Gaza,PSE,2006,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,16.4297008514404
West Bank and Gaza,PSE,2005,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,15.7245998382568
West Bank and Gaza,PSE,2004,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,14.728099822998
West Bank and Gaza,PSE,2003,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,15.3893995285034
West Bank and Gaza,PSE,2002,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,13.2623996734619
West Bank and Gaza,PSE,2001,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,16.411600112915
West Bank and Gaza,PSE,2000,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,23.2106990814209
West Bank and Gaza,PSE,2019,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,17.7110004425049
West Bank and Gaza,PSE,2018,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,17.3040008544922
West Bank and Gaza,PSE,2017,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,18.3560009002686
West Bank and Gaza,PSE,2016,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,19.1180000305176
West Bank and Gaza,PSE,2015,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,19.4860000610352
West Bank and Gaza,PSE,2014,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,17.8239994049072
West Bank and Gaza,PSE,2013,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,17.2670001983643
West Bank and Gaza,PSE,2012,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,18.0520000457764
West Bank and Gaza,PSE,2011,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,18.2099990844727
West Bank and Gaza,PSE,2010,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,15.6499996185303
West Bank and Gaza,PSE,2009,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,16.2639999389648
West Bank and Gaza,PSE,2008,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,15.8420000076294
West Bank and Gaza,PSE,2007,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,17.0939998626709
West Bank and Gaza,PSE,2006,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,16.6989994049072
West Bank and Gaza,PSE,2005,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,16.113000869751
West Bank and Gaza,PSE,2004,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,15.2370004653931
West Bank and Gaza,PSE,2003,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,16.0149993896484
West Bank and Gaza,PSE,2002,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,13.9350004196167
West Bank and Gaza,PSE,2001,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,17.2800006866455
West Bank and Gaza,PSE,2000,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,24.3579998016357
West Bank and Gaza,PSE,1999,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,24.2530002593994
West Bank and Gaza,PSE,1998,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,24.1509990692139
West Bank and Gaza,PSE,1997,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,23.9559993743896
West Bank and Gaza,PSE,1996,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,23.8229999542236
West Bank and Gaza,PSE,1995,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,23.7339992523193
West Bank and Gaza,PSE,1994,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,23.951000213623
West Bank and Gaza,PSE,1993,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,24.0389995574951
West Bank and Gaza,PSE,1992,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,24.1860008239746
West Bank and Gaza,PSE,1991,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,24.2290000915527
West Bank and Gaza,PSE,2019,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.91999995708466
West Bank and Gaza,PSE,2018,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.91799998283386
West Bank and Gaza,PSE,2017,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.90499997138977
West Bank and Gaza,PSE,2016,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.46799993515015
West Bank and Gaza,PSE,2015,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.06299996376038
West Bank and Gaza,PSE,2014,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.90299999713898
West Bank and Gaza,PSE,2013,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.84200000762939
West Bank and Gaza,PSE,2012,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.63100004196167
West Bank and Gaza,PSE,2011,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.65400004386902
West Bank and Gaza,PSE,2010,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.44400000572205
West Bank and Gaza,PSE,2009,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.58200001716614
West Bank and Gaza,PSE,2008,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.771000027656555
West Bank and Gaza,PSE,2007,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.629999995231628
West Bank and Gaza,PSE,2006,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.796999990940094
West Bank and Gaza,PSE,2005,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.847000002861023
West Bank and Gaza,PSE,2004,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.651000022888184
West Bank and Gaza,PSE,2003,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.754999995231628
West Bank and Gaza,PSE,2002,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.446000009775162
West Bank and Gaza,PSE,2001,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.910000026226044
West Bank and Gaza,PSE,2000,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.711000025272369
West Bank and Gaza,PSE,1999,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.828000009059906
West Bank and Gaza,PSE,1998,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.897000014781952
West Bank and Gaza,PSE,1997,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.954999983310699
West Bank and Gaza,PSE,1996,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1
West Bank and Gaza,PSE,1995,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.08899998664856
West Bank and Gaza,PSE,1994,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.06299996376038
West Bank and Gaza,PSE,1993,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.05200004577637
West Bank and Gaza,PSE,1992,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.0440000295639
West Bank and Gaza,PSE,1991,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.03600001335144
West Bank and Gaza,PSE,2019,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.36600017547607
West Bank and Gaza,PSE,2018,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.36999988555908
West Bank and Gaza,PSE,2017,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.33199977874756
West Bank and Gaza,PSE,2016,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.19199991226196
West Bank and Gaza,PSE,2015,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.13500022888184
West Bank and Gaza,PSE,2014,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.39499998092651
West Bank and Gaza,PSE,2013,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.10599994659424
West Bank and Gaza,PSE,2012,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.41400003433228
West Bank and Gaza,PSE,2011,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.39599990844727
West Bank and Gaza,PSE,2010,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.38899993896484
West Bank and Gaza,PSE,2009,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.34200000762939
West Bank and Gaza,PSE,2008,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.26200008392334
West Bank and Gaza,PSE,2007,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.94700002670288
West Bank and Gaza,PSE,2006,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.51599979400635
West Bank and Gaza,PSE,2005,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.08799982070923
West Bank and Gaza,PSE,2004,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.01399993896484
West Bank and Gaza,PSE,2003,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.23899984359741
West Bank and Gaza,PSE,2002,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.51200008392334
West Bank and Gaza,PSE,2001,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.69999980926514
West Bank and Gaza,PSE,2000,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,5.48400020599365
West Bank and Gaza,PSE,1999,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,6.01399993896484
West Bank and Gaza,PSE,1998,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,6.43100023269653
West Bank and Gaza,PSE,1997,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,6.81300020217896
West Bank and Gaza,PSE,1996,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.10500001907349
West Bank and Gaza,PSE,1995,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.52899980545044
West Bank and Gaza,PSE,1994,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,7.42899990081787
